MovieID,Title,Genres,RatingsCount,Cluster
1012,Old Yeller (1957),"[""Children's"", 'Drama']",301,0
1013,"Parent Trap, The (1961)","[""Children's"", 'Drama']",258,0
1014,Pollyanna (1960),"[""Children's"", 'Comedy', 'Drama']",136,0
1015,Homeward Bound: The Incredible Journey (1993),"['Adventure', ""Children's""]",234,3
1016,"Shaggy Dog, The (1959)","[""Children's"", 'Comedy']",156,1
1017,Swiss Family Robinson (1960),"['Adventure', ""Children's""]",276,3
1018,That Darn Cat! (1965),"[""Children's"", 'Comedy', 'Mystery']",123,1
1019,"20,000 Leagues Under the Sea (1954)","['Adventure', ""Children's"", 'Fantasy', 'Sci-Fi']",575,3
1020,Cool Runnings (1993),['Comedy'],392,1
1021,Angels in the Outfield (1994),"[""Children's"", 'Comedy']",247,1
1022,Cinderella (1950),"['Animation', ""Children's"", 'Musical']",577,3
1023,Winnie the Pooh and the Blustery Day (1968),"['Animation', ""Children's""]",221,3
1024,"Three Caballeros, The (1945)","['Animation', ""Children's"", 'Musical']",126,3
1025,"Sword in the Stone, The (1963)","['Animation', ""Children's""]",293,3
1026,So Dear to My Heart (1949),"[""Children's"", 'Drama']",8,0
1027,Robin Hood: Prince of Thieves (1991),['Drama'],344,0
1028,Mary Poppins (1964),"[""Children's"", 'Comedy', 'Musical']",1011,1
1029,Dumbo (1941),"['Animation', ""Children's"", 'Musical']",568,3
1030,Pete's Dragon (1977),"['Adventure', 'Animation', ""Children's"", 'Musical']",323,3
1031,Bedknobs and Broomsticks (1971),"['Adventure', ""Children's"", 'Musical']",319,3
1032,Alice in Wonderland (1951),"['Animation', ""Children's"", 'Musical']",525,3
1033,"Fox and the Hound, The (1981)","['Animation', ""Children's""]",287,3
1034,Freeway (1996),['Crime'],169,3
1035,"Sound of Music, The (1965)",['Musical'],882,3
1036,Die Hard (1988),"['Action', 'Thriller']",1666,3
1037,"Lawnmower Man, The (1992)","['Action', 'Sci-Fi', 'Thriller']",615,3
1038,Unhook the Stars (1996),['Drama'],11,0
1039,Synthetic Pleasures (1995),['Documentary'],3,3
1040,"Secret Agent, The (1996)",['Drama'],5,0
1041,Secrets & Lies (1996),['Drama'],474,0
1042,That Thing You Do! (1996),['Comedy'],528,1
1043,To Gillian on Her 37th Birthday (1996),"['Drama', 'Romance']",108,0
1044,Surviving Picasso (1996),['Drama'],35,0
1045,Love Is All There Is (1996),"['Comedy', 'Drama']",0,0
1046,Beautiful Thing (1996),"['Drama', 'Romance']",90,0
1047,"Long Kiss Goodnight, The (1996)","['Action', 'Thriller']",434,3
1049,"Ghost and the Darkness, The (1996)","['Action', 'Adventure']",451,3
1050,Looking for Richard (1996),"['Documentary', 'Drama']",146,0
1051,Trees Lounge (1996),['Drama'],98,0
1052,"Proprietor, The (1996)",['Drama'],0,0
1053,Normal Life (1996),"['Crime', 'Drama']",35,0
1054,Get on the Bus (1996),['Drama'],81,0
1055,Shadow Conspiracy (1997),['Thriller'],19,3
1056,Jude (1996),['Drama'],50,0
1057,Everyone Says I Love You (1996),"['Comedy', 'Musical', 'Romance']",274,1
1058,Bitter Sugar (Azucar Amargo) (1996),['Drama'],11,0
1059,William Shakespeare's Romeo and Juliet (1996),"['Drama', 'Romance']",479,0
1060,Swingers (1996),"['Comedy', 'Drama']",786,0
1061,Sleepers (1996),"['Crime', 'Drama']",374,0
1062,"Sunchaser, The (1996)",['Drama'],2,0
1063,Johns (1996),['Drama'],26,0
1064,Aladdin and the King of Thieves (1996),"['Animation', ""Children's"", 'Comedy']",209,1
1065,"Woman in Question, The (1950)",['Mystery'],0,3
1066,Shall We Dance? (1937),"['Comedy', 'Musical', 'Romance']",175,1
1067,"Damsel in Distress, A (1937)","['Comedy', 'Musical', 'Romance']",23,1
1068,Crossfire (1947),"['Crime', 'Film-Noir']",35,3
1069,"Murder, My Sweet (1944)","['Film-Noir', 'Thriller']",110,3
1070,Macao (1952),['Adventure'],2,3
1071,For the Moment (1994),"['Romance', 'War']",5,3
1073,Willy Wonka and the Chocolate Factory (1971),"['Adventure', ""Children's"", 'Comedy', 'Fantasy']",1313,1
1075,"Sexual Life of the Belgians, The (1994)",['Comedy'],0,1
1076,"Innocents, The (1961)",['Thriller'],23,3
1077,Sleeper (1973),"['Comedy', 'Sci-Fi']",744,1
1078,Bananas (1971),"['Comedy', 'War']",372,1
1079,"Fish Called Wanda, A (1988)",['Comedy'],1326,1
1080,Monty Python's Life of Brian (1979),['Comedy'],926,1
1081,Victor/Victoria (1982),"['Comedy', 'Musical']",434,1
1082,"Candidate, The (1972)",['Drama'],154,0
1083,"Great Race, The (1965)","['Comedy', 'Musical']",164,1
1084,Bonnie and Clyde (1967),"['Crime', 'Drama']",686,0
1085,"Old Man and the Sea, The (1958)","['Adventure', 'Drama']",131,0
1086,Dial M for Murder (1954),"['Mystery', 'Thriller']",379,3
1087,Madame Butterfly (1995),['Musical'],18,3
1088,Dirty Dancing (1987),"['Musical', 'Romance']",687,3
1089,Reservoir Dogs (1992),"['Crime', 'Thriller']",1259,3
1090,Platoon (1986),"['Drama', 'War']",1143,0
1091,Weekend at Bernie's (1989),['Comedy'],373,1
1092,Basic Instinct (1992),"['Mystery', 'Thriller']",751,3
1093,"Doors, The (1991)","['Drama', 'Musical']",680,0
1094,"Crying Game, The (1992)","['Drama', 'Romance', 'War']",1229,0
1095,Glengarry Glen Ross (1992),['Drama'],571,0
1096,Sophie's Choice (1982),['Drama'],344,0
1097,E.T. the Extra-Terrestrial (1982),"[""Children's"", 'Drama', 'Fantasy', 'Sci-Fi']",2269,0
1098,"Search for One-eye Jimmy, The (1996)",['Comedy'],5,1
1099,"Christmas Carol, A (1938)",['Drama'],194,0
1100,Days of Thunder (1990),"['Action', 'Romance']",420,3
1101,Top Gun (1986),"['Action', 'Romance']",1010,3
1102,American Strays (1996),['Action'],4,3
1103,Rebel Without a Cause (1955),['Drama'],402,0
1104,"Streetcar Named Desire, A (1951)",['Drama'],483,0
1105,Children of the Corn IV: The Gathering (1996),['Horror'],42,2
1106,"Leopard Son, The (1996)",['Documentary'],0,3
1107,Loser (1991),['Comedy'],3,1
1108,Prerokbe Ognja (1995),['Documentary'],0,3
1109,Charm's Incidents (1996),['Drama'],0,0
1110,Bird of Prey (1996),['Action'],0,3
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),['Documentary'],94,3
1112,Palookaville (1996),"['Action', 'Drama']",35,0
1113,"Associate, The (1996)",['Comedy'],50,1
1114,"Funeral, The (1996)",['Drama'],31,0
1115,Sleepover (1995),"['Comedy', 'Drama']",1,0
1116,"Single Girl, A (La Fille Seule) (1995)",['Drama'],17,0
1117,"Eighth Day, The (Le Huitième jour ) (1996)",['Drama'],12,0
1118,Tashunga (1995),"['Adventure', 'Western']",1,3
1119,Drunks (1997),['Drama'],34,0
1120,"People vs. Larry Flynt, The (1996)",['Drama'],456,0
1121,Glory Daze (1996),['Drama'],13,0
1122,Plutonium Circus (1995),['Documentary'],0,3
1123,"Perfect Candidate, A (1996)",['Documentary'],33,3
1124,On Golden Pond (1981),['Drama'],405,0
1125,"Return of the Pink Panther, The (1974)",['Comedy'],385,1
1126,Drop Dead Fred (1991),"['Comedy', 'Fantasy']",317,1
1127,"Abyss, The (1989)","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1715,3
1128,"Fog, The (1980)",['Horror'],170,2
1129,Escape from New York (1981),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",884,3
1130,"Howling, The (1980)",['Horror'],231,2
1131,Jean de Florette (1986),['Drama'],216,0
1132,Manon of the Spring (Manon des sources) (1986),['Drama'],220,0
1133,Talking About Sex (1994),"['Comedy', 'Drama']",2,0
1134,Johnny 100 Pesos (1993),"['Action', 'Drama']",2,0
1135,Private Benjamin (1980),['Comedy'],407,1
1136,Monty Python and the Holy Grail (1974),['Comedy'],1599,1
1137,Hustler White (1996),['Romance'],0,3
1138,Dadetown (1995),['Documentary'],7,3
1139,Everything Relative (1996),['Drama'],2,0
1140,Entertaining Angels: The Dorothy Day Story (1996),['Drama'],0,0
1141,Hoogste tijd (1995),['Drama'],0,0
1142,Get Over It (1996),['Drama'],2,0
1143,Three Lives and Only One Death (1996),['Comedy'],0,1
1144,"Line King: Al Hirschfeld, The (1996)",['Documentary'],16,3
1145,Snowriders (1996),['Documentary'],2,3
1146,Curtis's Charm (1995),"['Comedy', 'Drama']",0,0
1147,When We Were Kings (1996),['Documentary'],277,3
1148,"Wrong Trousers, The (1993)","['Animation', 'Comedy']",882,1
1149,JLG/JLG - autoportrait de décembre (1994),"['Documentary', 'Drama']",4,0
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",['Drama'],158,0
1151,Faust (1994),"['Animation', 'Comedy', 'Thriller']",31,1
1152,He Walked by Night (1948),"['Crime', 'Film-Noir', 'Thriller']",29,3
1153,Raw Deal (1948),['Film-Noir'],14,3
1154,T-Men (1947),['Film-Noir'],15,3
1155,"Invitation, The (Zaproszenie) (1986)",['Drama'],0,0
1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",['Drama'],0,0
1157,"Symphonie pastorale, La (1946)",['Drama'],0,0
1158,Here Comes Cookie (1935),['Comedy'],0,1
1159,Love in Bloom (1935),['Romance'],0,3
1160,Six of a Kind (1934),['Comedy'],6,1
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",['Drama'],94,0
1162,"Ruling Class, The (1972)",['Comedy'],96,1
1163,Mina Tannenbaum (1994),['Drama'],19,0
1164,Two or Three Things I Know About Her (1966),['Drama'],5,0
1165,"Bloody Child, The (1996)","['Drama', 'Thriller']",1,0
1166,Farmer & Chase (1995),['Comedy'],0,1
1167,Dear God (1996),['Comedy'],94,1
1168,Bad Moon (1996),['Horror'],18,2
1169,American Dream (1990),['Documentary'],36,3
1170,Best of the Best 3: No Turning Back (1995),['Action'],17,3
1171,Bob Roberts (1992),['Comedy'],415,1
1172,Cinema Paradiso (1988),"['Comedy', 'Drama', 'Romance']",615,1
1173,"Cook the Thief His Wife & Her Lover, The (1989)",['Drama'],198,0
1174,Grosse Fatigue (1994),['Comedy'],5,1
1175,Delicatessen (1991),"['Comedy', 'Sci-Fi']",368,1
1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",['Drama'],129,0
1177,Enchanted April (1991),['Drama'],147,0
1178,Paths of Glory (1957),"['Drama', 'War']",230,0
1179,"Grifters, The (1990)","['Crime', 'Drama', 'Film-Noir']",885,0
1180,Hear My Song (1991),['Comedy'],50,1
1181,"Shooter, The (1995)",['Action'],10,3
1183,"English Patient, The (1996)","['Drama', 'Romance', 'War']",989,0
1184,Mediterraneo (1991),"['Comedy', 'War']",91,1
1185,My Left Foot (1989),['Drama'],453,0
1186,"Sex, Lies, and Videotape (1989)",['Drama'],562,0
1187,Passion Fish (1992),['Drama'],147,0
1188,Strictly Ballroom (1992),"['Comedy', 'Romance']",676,1
1189,"Thin Blue Line, The (1988)",['Documentary'],269,3
1190,Tie Me Up! Tie Me Down! (1990),['Drama'],132,0
1191,Madonna: Truth or Dare (1991),['Documentary'],209,3
1192,Paris Is Burning (1990),['Documentary'],105,3
1193,One Flew Over the Cuckoo's Nest (1975),['Drama'],1725,0
1194,Up in Smoke (1978),['Comedy'],212,1
1196,Star Wars: Episode V - The Empire Strikes Back (1980),"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'War']",2990,0
1197,"Princess Bride, The (1987)","['Action', 'Adventure', 'Comedy', 'Romance']",2318,1
1198,Raiders of the Lost Ark (1981),"['Action', 'Adventure']",2514,3
1199,Brazil (1985),['Sci-Fi'],913,3
1200,Aliens (1986),"['Action', 'Sci-Fi', 'Thriller', 'War']",1820,3
1201,"Good, The Bad and The Ugly, The (1966)","['Action', 'Western']",822,3
1202,Withnail and I (1987),['Comedy'],72,1
1203,12 Angry Men (1957),['Drama'],616,0
1204,Lawrence of Arabia (1962),"['Adventure', 'War']",831,3
1205,"Transformers: The Movie, The (1986)","['Action', 'Animation', ""Children's"", 'Sci-Fi', 'Thriller', 'War']",231,3
1206,"Clockwork Orange, A (1971)",['Sci-Fi'],1229,3
1207,To Kill a Mockingbird (1962),['Drama'],928,0
1208,Apocalypse Now (1979),"['Drama', 'War']",1176,0
1209,Once Upon a Time in the West (1969),['Western'],173,3
1210,Star Wars: Episode VI - Return of the Jedi (1983),"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'War']",2883,3
1211,Wings of Desire (Der Himmel über Berlin) (1987),"['Comedy', 'Drama', 'Romance']",242,1
1212,"Third Man, The (1949)","['Mystery', 'Thriller']",480,3
1213,GoodFellas (1990),"['Crime', 'Drama']",1657,0
1214,Alien (1979),"['Action', 'Horror', 'Sci-Fi', 'Thriller']",2024,2
1215,Army of Darkness (1993),"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi']",945,2
1216,"Big Blue, The (Le Grand Bleu) (1988)","['Adventure', 'Romance']",87,3
1217,Ran (1985),"['Drama', 'War']",357,0
1218,"Killer, The (Die xue shuang xiong) (1989)","['Action', 'Thriller']",244,3
1219,Psycho (1960),"['Horror', 'Thriller']",1263,2
1220,"Blues Brothers, The (1980)","['Action', 'Comedy', 'Musical']",1341,1
1221,"Godfather: Part II, The (1974)","['Action', 'Crime', 'Drama']",1692,0
1222,Full Metal Jacket (1987),"['Action', 'Drama', 'War']",1254,0
1223,"Grand Day Out, A (1992)","['Animation', 'Comedy']",473,1
1224,Henry V (1989),"['Drama', 'War']",426,0
1225,Amadeus (1984),['Drama'],1382,0
1226,"Quiet Man, The (1952)","['Comedy', 'Romance']",226,1
1227,Once Upon a Time in America (1984),"['Crime', 'Drama', 'Thriller']",241,0
1228,Raging Bull (1980),['Drama'],677,0
1230,Annie Hall (1977),"['Comedy', 'Romance']",1334,1
1231,"Right Stuff, The (1983)",['Drama'],750,0
1232,Stalker (1979),"['Mystery', 'Sci-Fi']",52,3
1233,"Boat, The (Das Boot) (1981)","['Action', 'Drama', 'War']",1001,0
1234,"Sting, The (1973)","['Comedy', 'Crime']",1049,1
1235,Harold and Maude (1971),['Comedy'],697,1
1236,Trust (1990),"['Comedy', 'Drama']",90,0
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",['Drama'],299,0
1238,Local Hero (1983),['Comedy'],351,1
1240,"Terminator, The (1984)","['Action', 'Sci-Fi', 'Thriller']",2098,3
1241,Braindead (1992),"['Comedy', 'Horror']",70,2
1242,Glory (1989),"['Action', 'Drama', 'War']",1112,0
1243,Rosencrantz and Guildenstern Are Dead (1990),"['Comedy', 'Drama']",325,0
1244,Manhattan (1979),"['Comedy', 'Drama', 'Romance']",718,1
1245,Miller's Crossing (1990),['Drama'],358,0
1246,Dead Poets Society (1989),['Drama'],855,0
1247,"Graduate, The (1967)","['Drama', 'Romance']",1261,0
1248,Touch of Evil (1958),"['Crime', 'Film-Noir', 'Thriller']",514,3
1249,Nikita (La Femme Nikita) (1990),['Thriller'],733,3
1250,"Bridge on the River Kwai, The (1957)","['Drama', 'War']",938,0
1251,8 1/2 (1963),['Drama'],228,0
1252,Chinatown (1974),"['Film-Noir', 'Mystery', 'Thriller']",1185,3
1253,"Day the Earth Stood Still, The (1951)","['Drama', 'Sci-Fi']",559,0
1254,"Treasure of the Sierra Madre, The (1948)",['Adventure'],453,3
1255,Bad Taste (1987),"['Comedy', 'Horror']",54,2
1256,Duck Soup (1933),"['Comedy', 'War']",594,1
1257,Better Off Dead... (1985),['Comedy'],472,1
1258,"Shining, The (1980)",['Horror'],1087,2
1259,Stand by Me (1986),"['Adventure', 'Comedy', 'Drama']",1785,0
1260,M (1931),"['Crime', 'Film-Noir', 'Thriller']",308,3
1261,Evil Dead II (Dead By Dawn) (1987),"['Action', 'Adventure', 'Comedy', 'Horror']",548,2
1262,"Great Escape, The (1963)","['Adventure', 'War']",696,3
1263,"Deer Hunter, The (1978)","['Drama', 'War']",700,0
1264,Diva (1981),"['Action', 'Drama', 'Mystery', 'Romance', 'Thriller']",257,0
1265,Groundhog Day (1993),"['Comedy', 'Romance']",2278,1
1266,Unforgiven (1992),['Western'],997,3
1267,"Manchurian Candidate, The (1962)","['Film-Noir', 'Thriller']",765,3
1268,Pump Up the Volume (1990),['Drama'],317,0
1269,Arsenic and Old Lace (1944),"['Comedy', 'Mystery', 'Thriller']",672,1
1270,Back to the Future (1985),"['Comedy', 'Sci-Fi']",2583,1
1271,Fried Green Tomatoes (1991),['Drama'],593,0
1272,Patton (1970),"['Drama', 'War']",645,0
1273,Down by Law (1986),"['Comedy', 'Drama']",146,0
1274,Akira (1988),"['Adventure', 'Animation', 'Sci-Fi', 'Thriller']",452,3
1275,Highlander (1986),"['Action', 'Adventure']",741,3
1276,Cool Hand Luke (1967),"['Comedy', 'Drama']",930,0
1277,Cyrano de Bergerac (1990),"['Action', 'Drama', 'Romance']",363,0
1278,Young Frankenstein (1974),"['Comedy', 'Horror']",1193,2
1279,Night on Earth (1991),"['Comedy', 'Drama']",194,0
1280,Raise the Red Lantern (1991),['Drama'],277,0
1281,"Great Dictator, The (1940)",['Comedy'],216,1
1282,Fantasia (1940),"['Animation', ""Children's"", 'Musical']",943,3
1283,High Noon (1952),['Western'],403,3
1284,"Big Sleep, The (1946)","['Film-Noir', 'Mystery']",541,3
1285,Heathers (1989),['Comedy'],803,1
1286,Somewhere in Time (1980),"['Drama', 'Romance']",285,0
1287,Ben-Hur (1959),"['Action', 'Adventure', 'Drama']",704,0
1288,This Is Spinal Tap (1984),"['Comedy', 'Drama', 'Musical']",1118,0
1289,Koyaanisqatsi (1983),"['Documentary', 'War']",182,3
1290,Some Kind of Wonderful (1987),"['Drama', 'Romance']",230,0
1291,Indiana Jones and the Last Crusade (1989),"['Action', 'Adventure']",1628,3
1292,Being There (1979),['Comedy'],591,1
1293,Gandhi (1982),['Drama'],671,0
1294,M*A*S*H (1970),"['Comedy', 'War']",1099,1
1295,"Unbearable Lightness of Being, The (1988)",['Drama'],266,0
1296,"Room with a View, A (1986)","['Drama', 'Romance']",560,0
1297,Real Genius (1985),['Comedy'],442,1
1298,Pink Floyd - The Wall (1982),"['Drama', 'Musical', 'War']",387,0
1299,"Killing Fields, The (1984)","['Drama', 'War']",732,0
1300,My Life as a Dog (Mitt liv som hund) (1985),['Drama'],330,0
1301,Forbidden Planet (1956),['Sci-Fi'],373,3
1302,Field of Dreams (1989),['Drama'],768,0
1303,"Man Who Would Be King, The (1975)",['Adventure'],310,3
1304,Butch Cassidy and the Sundance Kid (1969),"['Action', 'Comedy', 'Western']",1419,1
1305,"Paris, Texas (1984)",['Drama'],121,0
1306,Until the End of the World (Bis ans Ende der Welt) (1991),"['Drama', 'Sci-Fi']",136,0
1307,When Harry Met Sally... (1989),"['Comedy', 'Romance']",1568,1
1308,I Shot a Man in Vegas (1995),['Comedy'],0,1
1309,Parallel Sons (1995),"['Drama', 'Romance']",0,0
1310,Hype! (1996),['Documentary'],43,3
1311,Santa with Muscles (1996),['Comedy'],7,1
1312,Female Perversions (1996),['Drama'],29,0
1313,Mad Dog Time (1996),['Crime'],13,3
1314,Breathing Room (1996),['Romance'],0,3
1315,Paris Was a Woman (1995),['Documentary'],3,3
1316,Anna (1996),['Drama'],1,0
1317,I'm Not Rappaport (1996),['Comedy'],40,1
1318,Blue Juice (1995),"['Comedy', 'Drama']",0,0
1319,Kids of Survival (1993),['Documentary'],0,3
1320,Alien³ (1992),"['Action', 'Horror', 'Sci-Fi', 'Thriller']",925,2
1321,"American Werewolf in London, An (1981)",['Horror'],549,2
1322,Amityville 1992: It's About Time (1992),['Horror'],32,2
1323,Amityville 3-D (1983),['Horror'],43,2
1324,Amityville: Dollhouse (1996),['Horror'],22,2
1325,Amityville: A New Generation (1993),['Horror'],23,2
1326,Amityville II: The Possession (1982),['Horror'],56,2
1327,"Amityville Horror, The (1979)",['Horror'],355,2
1328,"Amityville Curse, The (1990)",['Horror'],25,2
1329,Blood For Dracula (Andy Warhol's Dracula) (1974),['Horror'],36,2
1330,April Fool's Day (1986),"['Comedy', 'Horror']",116,2
1331,Audrey Rose (1977),['Horror'],50,2
1332,"Believers, The (1987)","['Horror', 'Thriller']",102,2
1333,"Birds, The (1963)",['Horror'],733,2
1334,"Blob, The (1958)","['Horror', 'Sci-Fi']",338,2
1335,Blood Beach (1981),"['Action', 'Horror']",21,2
1336,Body Parts (1991),['Horror'],55,2
1337,"Body Snatcher, The (1945)",['Horror'],64,2
1339,Bram Stoker's Dracula (1992),"['Horror', 'Romance']",672,2
1340,Bride of Frankenstein (1935),['Horror'],216,2
1341,Burnt Offerings (1976),['Horror'],53,2
1342,Candyman (1992),['Horror'],262,2
1343,Cape Fear (1991),['Thriller'],687,3
1344,Cape Fear (1962),"['Film-Noir', 'Thriller']",361,3
1345,Carrie (1976),['Horror'],567,2
1346,Cat People (1982),['Horror'],174,2
1347,"Nightmare on Elm Street, A (1984)",['Horror'],451,2
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",['Horror'],238,2
1349,Nosferatu a Venezia (1986),['Horror'],14,2
1350,"Omen, The (1976)",['Horror'],409,2
1351,Blood & Wine (1997),['Drama'],35,0
1352,Albino Alligator (1996),"['Crime', 'Thriller']",94,3
1353,"Mirror Has Two Faces, The (1996)","['Comedy', 'Romance']",188,1
1354,Breaking the Waves (1996),['Drama'],267,0
1355,Nightwatch (1997),"['Horror', 'Thriller']",77,2
1356,Star Trek: First Contact (1996),"['Action', 'Adventure', 'Sci-Fi']",1310,3
1357,Shine (1996),"['Drama', 'Romance']",548,0
1358,Sling Blade (1996),"['Drama', 'Thriller']",1177,0
1359,Jingle All the Way (1996),"['Adventure', ""Children's"", 'Comedy']",222,1
1360,Identification of a Woman (Identificazione di una donna) (1982),['Drama'],2,0
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),['Documentary'],159,3
1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",['Drama'],100,0
1363,"Preacher's Wife, The (1996)",['Drama'],112,0
1364,Zero Kelvin (Kjærlighetens kjøtere) (1995),['Action'],2,3
1365,Ridicule (1996),['Drama'],58,0
1366,"Crucible, The (1996)",['Drama'],108,0
1367,101 Dalmatians (1996),"[""Children's"", 'Comedy']",364,1
1368,"Forbidden Christ, The (Cristo proibito, Il) (1950)",['Drama'],0,0
1369,I Can't Sleep (J'ai pas sommeil) (1994),"['Drama', 'Thriller']",5,0
1370,Die Hard 2 (1990),"['Action', 'Thriller']",1135,3
1371,Star Trek: The Motion Picture (1979),"['Action', 'Adventure', 'Sci-Fi']",792,3
1372,Star Trek VI: The Undiscovered Country (1991),"['Action', 'Adventure', 'Sci-Fi']",1001,3
1373,Star Trek V: The Final Frontier (1989),"['Action', 'Adventure', 'Sci-Fi']",613,3
1374,Star Trek: The Wrath of Khan (1982),"['Action', 'Adventure', 'Sci-Fi']",1448,3
1375,Star Trek III: The Search for Spock (1984),"['Action', 'Adventure', 'Sci-Fi']",927,3
1376,Star Trek IV: The Voyage Home (1986),"['Action', 'Adventure', 'Sci-Fi']",1126,3
1377,Batman Returns (1992),"['Action', 'Adventure', 'Comedy', 'Crime']",1031,1
1378,Young Guns (1988),"['Action', 'Comedy', 'Western']",562,1
1379,Young Guns II (1990),"['Action', 'Comedy', 'Western']",369,1
1380,Grease (1978),"['Comedy', 'Musical', 'Romance']",817,1
1381,Grease 2 (1982),"['Comedy', 'Musical', 'Romance']",303,1
1382,Marked for Death (1990),"['Action', 'Drama']",127,0
1383,Adrenalin: Fear the Rush (1996),"['Action', 'Sci-Fi']",11,3
1384,"Substance of Fire, The (1996)",['Drama'],6,0
1385,Under Siege (1992),['Action'],461,3
1386,Terror in a Texas Town (1958),['Western'],1,3
1387,Jaws (1975),"['Action', 'Horror']",1697,2
1388,Jaws 2 (1978),"['Action', 'Horror']",370,2
1389,Jaws 3-D (1983),"['Action', 'Horror']",210,2
1390,My Fellow Americans (1996),['Comedy'],121,1
1391,Mars Attacks! (1996),"['Action', 'Comedy', 'Sci-Fi', 'War']",1074,1
1392,Citizen Ruth (1996),"['Comedy', 'Drama']",219,0
1393,Jerry Maguire (1996),"['Drama', 'Romance']",1353,0
1394,Raising Arizona (1987),['Comedy'],1434,1
1395,Tin Men (1987),"['Comedy', 'Drama']",295,0
1396,Sneakers (1992),"['Crime', 'Drama', 'Sci-Fi']",1091,0
1397,Bastard Out of Carolina (1996),['Drama'],63,0
1398,In Love and War (1996),"['Romance', 'War']",63,3
1399,Marvin's Room (1996),['Drama'],104,0
1400,Somebody is Waiting (1996),['Drama'],0,0
1401,Ghosts of Mississippi (1996),['Drama'],162,0
1404,Night Falls on Manhattan (1997),"['Crime', 'Drama']",76,0
1405,Beavis and Butt-head Do America (1996),"['Animation', 'Comedy']",475,1
1406,"Cérémonie, La (1995)",['Drama'],24,0
1407,Scream (1996),"['Horror', 'Thriller']",886,2
1408,"Last of the Mohicans, The (1992)","['Action', 'Romance', 'War']",975,3
1409,Michael (1996),"['Comedy', 'Romance']",392,1
1410,"Evening Star, The (1996)","['Comedy', 'Drama']",90,0
1411,Hamlet (1996),['Drama'],382,0
1412,Some Mother's Son (1996),['Drama'],20,0
1413,"Whole Wide World, The (1996)",['Drama'],50,0
1414,Mother (1996),['Comedy'],168,1
1415,"Thieves (Voleurs, Les) (1996)","['Crime', 'Drama', 'Romance']",36,0
1416,Evita (1996),"['Drama', 'Musical']",282,0
1417,"Portrait of a Lady, The (1996)",['Drama'],43,0
1419,Walkabout (1971),['Drama'],136,0
1420,Message to Love: The Isle of Wight Festival (1996),['Documentary'],7,3
1421,Grateful Dead (1995),['Documentary'],22,3
1422,Murder at 1600 (1997),"['Mystery', 'Thriller']",281,3
1423,Hearts and Minds (1996),['Drama'],14,0
1424,Inside (1996),['Action'],0,3
1425,Fierce Creatures (1997),['Comedy'],168,1
1426,Zeus and Roxanne (1997),"[""Children's""]",23,3
1427,Turbulence (1997),['Thriller'],51,3
1428,Angel Baby (1995),['Drama'],52,0
1429,Jackie Chan's First Strike (1996),['Action'],297,3
1430,Underworld (1997),['Thriller'],1,3
1431,Beverly Hills Ninja (1997),"['Action', 'Comedy']",232,1
1432,Metro (1997),['Action'],100,3
1433,"Machine, The (1994)","['Comedy', 'Horror']",5,2
1434,"Stranger, The (1994)",['Action'],2,3
1436,Falling in Love Again (1980),['Comedy'],9,1
1437,"Cement Garden, The (1993)",['Drama'],21,0
1438,Dante's Peak (1997),"['Action', 'Thriller']",321,3
1439,Meet Wally Sparks (1997),['Comedy'],46,1
1440,Amos & Andrew (1993),['Comedy'],81,1
1441,Benny & Joon (1993),"['Comedy', 'Romance']",481,1
1442,Prefontaine (1997),['Drama'],71,0
1443,"Tickle in the Heart, A (1996)",['Documentary'],0,3
1444,Guantanamera (1994),['Comedy'],8,1
1445,McHale's Navy (1997),"['Comedy', 'War']",156,1
1446,Kolya (1996),['Comedy'],189,1
1447,Gridlock'd (1997),['Crime'],49,3
1448,Fire on the Mountain (1996),['Documentary'],0,3
1449,Waiting for Guffman (1996),['Comedy'],462,1
1450,Prisoner of the Mountains (Kavkazsky Plennik) (1996),['War'],14,3
1453,"Beautician and the Beast, The (1997)","['Comedy', 'Romance']",148,1
1454,SubUrbia (1997),['Comedy'],82,1
1455,Hotel de Love (1996),"['Comedy', 'Romance']",22,1
1456,"Pest, The (1997)",['Comedy'],64,1
1457,Fools Rush In (1997),"['Comedy', 'Romance']",266,1
1458,Touch (1997),['Romance'],24,3
1459,Absolute Power (1997),"['Mystery', 'Thriller']",380,3
1460,That Darn Cat! (1997),"[""Children's"", 'Comedy', 'Mystery']",94,1
1461,Vegas Vacation (1997),['Comedy'],216,1
1462,Unforgotten: Twenty-Five Years After Willowbrook (1996),['Documentary'],0,3
